comment,date,page,timestamp(min),hour
매일 vod로보는중,2019-04-07 10:01:25,21,91297.98333333334,2019-04-07 10:0
넘 재밌어요  짱,2019-04-07 00:55:01,21,90751.58333333333,2019-04-07 00:5
ㅠㅠ,2019-04-06 16:59:56,21,90276.5,2019-04-06 16:5
ㅠㅠ,2019-04-06 16:51:35,21,90268.15,2019-04-06 16:5
스캐톡방 구해요,2019-04-06 13:34:13,21,90070.78333333334,2019-04-06 13:3
제가 싸가지없다구요?,2019-04-06 13:34:03,21,90070.61666666667,2019-04-06 13:3
영재가 서울의대가면 더 이쁘고 좋은사람 만난다뇨... 저런집에서 버티게해준사람이 가을인데.. 외모보고 좋아하는게아니라 영재한테 가을이는 자신의 모든것이었는데... 너무 무식한발언 아닌가요...,2019-04-06 12:16:09,21,89992.71666666666,2019-04-06 12:1
20부작이라니 ㅠㅠㅠ 언제자노 ㅠㅠ 좀 나눠서 해주지 ㅠㅠㅠㅠ,2019-04-06 01:21:19,21,89337.88333333333,2019-04-06 01:2
오늘 정주행 끝난 사람인데요 진짜 이런 띵작은 모르는 사람 없어야합니다 . 또 정주행 할까 고민중이에요 ㅋㅋ,2019-04-05 23:18:40,21,89215.23333333334,2019-04-05 23:1
다시봐도 대박난 이유가 있음..재밌다~ㅎ,2019-04-05 22:52:09,21,89188.71666666666,2019-04-05 22:5
예서 싸가지 엄청나네 ㅡㅡ;,2019-04-05 21:28:31,21,89105.08333333333,2019-04-05 21:2
지금 JTBC2에서 전편방송해주고 있어요! 정주행각❤,2019-04-05 21:22:50,21,89099.4,2019-04-05 21:2
"아 영재 엄마 죽는데 왜케 눈물이 나는지... 1,2회를 항상 놓쳤었는데 이제야 제대로 봤네요...정말 연기 최오의 배우들👍🏻👍🏻",2019-04-05 20:15:08,21,89031.7,2019-04-05 20:1
지금 1회부터 JTBC2 에서 전편방송해주는데 다시봐도 꿀잼이네요.. 1~2회는 못봐서 신기하네요,2019-04-05 18:38:22,21,88934.93333333333,2019-04-05 18:3
지금 1화해서 보고있는데 너무 오글거리는데..,2019-04-05 18:08:31,21,88905.08333333333,2019-04-05 18:0
윤세아 예쁘다~ 그리고 영재는... 서울 의대 가면 더 이쁘고 좋은 사람 많이 만날텐데 ㄷㄷㄷ 아쉽군,2019-04-05 13:38:03,21,88634.61666666667,2019-04-05 13:3
스캐2나왔으면ㅠㅠ,2019-04-05 00:33:25,21,87849.98333333334,2019-04-05 00:3
안봤는데 24시간 봐야되나,2019-04-04 04:44:32,21,86661.1,2019-04-04 04:4
4월 5일 JTBC2에서 전편방송인가 한대요,2019-04-03 22:30:07,21,86286.68333333333,2019-04-03 22:3
SKY CASTLE,2019-04-01 23:04:14,21,83440.8,2019-04-01 23:0
음,2019-04-01 17:19:12,22,83095.76666666666,2019-04-01 17:1
좋,2019-04-01 17:19:07,22,83095.68333333333,2019-04-01 17:1
넘,2019-04-01 17:18:58,22,83095.53333333334,2019-04-01 17:1
스앵님 하이키광고찍었던데 황품 아리공주랑,2019-03-31 10:32:52,22,81249.43333333333,2019-03-31 10:3
시즌2안하닌?,2019-03-31 02:42:03,22,80778.61666666667,2019-03-31 02:4
아직도보는1인...ㅎ,2019-03-29 22:47:21,22,79103.91666666667,2019-03-29 22:4
공부 잘하는 비결이 뭐예요)??,2019-03-29 21:50:17,22,79046.85,2019-03-29 21:5
우주,2019-03-29 21:50:03,22,79046.61666666667,2019-03-29 21:5
스앵님 광고추카,2019-03-28 23:50:32,22,77727.1,2019-03-28 23:5
무엇보다 우주엄마 오지랖 개짜증...,2019-03-28 23:13:39,22,77690.21666666666,2019-03-28 23:1
마지막회랑 헤나 죽음이 황당하지 범인이 어떻게 죽인것도 나온게 아니니까 죽이려는 이유만 나왔지 이부분이 많이 아쉽지만 그외 내용은 완벽하다고 생각한다.,2019-03-28 22:15:51,22,77632.41666666667,2019-03-28 22:1
요즘 깜방 좋아졌나봐,2019-03-25 23:06:14,22,73362.8,2019-03-25 23:0
드라마처럼 자퇴하면 레알 큰일 난다 ㅋㅋ,2019-03-25 23:04:56,22,73361.5,2019-03-25 23:0
결말이 아쉽,2019-03-25 23:04:22,22,73360.93333333333,2019-03-25 23:0
dog honey jam,2019-03-25 20:04:46,22,73181.33333333333,2019-03-25 20:0
저도 정주행 중인데 스카이캐슬 재밌나요??,2019-03-25 18:25:27,22,73082.01666666666,2019-03-25 18:2
스카이캐슬 지금 올레티비는 전편 무료길래 정주행 시작합니다~인기가 많았던 드라마라 기대가 많이 됩니당 재밌겠죠~?,2019-03-25 15:26:37,22,72903.18333333333,2019-03-25 15:2
뒤늦게 정주행 했는데 왜 인기가 많은 드라마였는지 알겠네요~~ 최고에요!!!,2019-03-25 00:21:58,22,71998.53333333334,2019-03-25 00:2
국가에서  공부못하는  아이 없게 지원하는건데 지들이 영웅이냐ㅎㅎ그렇게 좋은학교과외 시켜줘도 공부 못하는 애들이 있는데챙피할줄 알아야지,2019-03-24 21:49:15,22,71845.81666666667,2019-03-24 21:4
스카이 캐슬 보고싶드아~~😭😭,2019-03-24 21:32:32,22,71829.1,2019-03-24 21:3
스캐 다시 재방송 했으면!!,2019-03-24 20:58:57,23,71795.51666666666,2019-03-24 20:5
스캐2,2019-03-24 14:01:56,23,71378.5,2019-03-24 14:0
스캐2,2019-03-24 14:01:54,23,71378.46666666666,2019-03-24 14:0
스캐 2,2019-03-24 14:01:51,23,71378.41666666667,2019-03-24 14:0
솔직히 많이 슬펐어요.,2019-03-24 09:54:48,23,71131.36666666667,2019-03-24 09:5
뻥이고 ㅋㅋ,2019-03-24 09:54:37,23,71131.18333333333,2019-03-24 09:5
왜 혜나 괴롭히죠,2019-03-24 09:54:27,23,71131.01666666666,2019-03-24 09:5
가끔  전 여친 생각하듯 스캐보러 옵니다,2019-03-23 20:28:36,23,70325.16666666667,2019-03-23 20:2
나만 우주엄마 책쓴다는거 오지랖으로 보이나 ㅎㅎ..;,2019-03-23 18:02:20,23,70178.9,2019-03-23 18:0
ㅎㅎ 일주일동안 잠을 못잠,2019-03-22 10:11:57,23,68268.51666666666,2019-03-22 10:1
늦게 정주행했는데 마지막화 스앵님 소름이넼ㅋㅋ,2019-03-20 20:10:42,23,65987.26666666666,2019-03-20 20:1
ㅇㅈ,2019-03-20 06:01:19,23,65137.88333333333,2019-03-20 06:0
"1,2화지루  혜나죽은 담부터  개지누",2019-03-19 13:33:33,23,64150.11666666667,2019-03-19 13:3
혜나 죽은다음부터  발로썼네,2019-03-19 13:32:55,23,64149.48333333333,2019-03-19 13:3
좀 지루한데ㅋㅋ내 스탈은 아닌듯,2019-03-19 09:06:30,23,63883.066666666666,2019-03-19 09:0
제발 이거 만한 드라마 없어요 ㅠㅠㅠ 스캐2 나오게해주세뇨 ㅠㅠㅠㅠㅠ,2019-03-18 22:48:54,23,63265.46666666667,2019-03-18 22:4
스카이캐슬2가자!,2019-03-18 18:16:01,23,62992.583333333336,2019-03-18 18:1
스캐는 뒤로갈수록ㄴㅈ,2019-03-17 21:31:30,23,61748.066666666666,2019-03-17 21:3
스캐 2가요 제발,2019-03-17 21:24:46,23,61741.333333333336,2019-03-17 21:2
3일만에 정주행했습니다 개꿀잼이요,2019-03-17 21:17:29,23,61734.05,2019-03-17 21:1
그리운 스카이캐슬 결말만좀.....,2019-03-17 20:40:34,24,61697.13333333333,2019-03-17 20:4
앙,2019-03-17 17:55:55,24,61532.48333333333,2019-03-17 17:5
하도  주변서 sky캐슬 해서 3~4일 1회부터 시청...대박드라마...씁쓸하네요,2019-03-17 16:40:05,24,61456.65,2019-03-17 16:4
사교육으로 인한 아이들의 고통과 위험성을 경고하는 내용인데 오히려 사교육 붐이 일어나고있는..이상한 나라 대한민국 ㅋㅋㅋ,2019-03-16 21:07:45,24,60284.316666666666,2019-03-16 21:0
ㅋㅋㅋㅋㅋ,2019-03-16 18:45:15,24,60141.816666666666,2019-03-16 18:4
스카이캐슬 이제서야 정주행중인데.... 진짜 대박 드라마네요 ㅠ 이거땜에 요즘 밤에잠을못자요~~🤪🤪ㅎ,2019-03-16 04:13:06,24,59269.666666666664,2019-03-16 04:1
스캐그립네ㅠ,2019-03-15 20:13:53,24,58790.45,2019-03-15 20:1
스캐2가즈아!,2019-03-15 17:39:06,24,58635.666666666664,2019-03-15 17:3
아직까지도 스카이캐슬에서 벗어나질 못하고 매일 앓고 있네요. 종방한지 한달이 넘었어도 앓고 있어요. 배우분들의 연기 제작진들의 연출 무엇하나 뺄수 없는 드라마에요 ㅠㅠ 이런 드라마 앞으로 또 볼 수 있을지....,2019-03-15 05:50:11,24,57926.75,2019-03-15 05:5
스카이캐슬=부모의욕심,2019-03-15 05:18:37,24,57895.183333333334,2019-03-15 05:1
못잊겠다 !!! 매일 다시 보는데 시즌 2 나왔으면 ..,2019-03-14 22:57:09,24,57513.71666666667,2019-03-14 22:5
크..ㅜㅠ 또 나왔으면 좋겠다아ㅏ앙,2019-03-14 21:51:16,24,57447.833333333336,2019-03-14 21:5
"아직도 댓 다는 사람이 있네...이런 드라마는 처음,;",2019-03-14 18:30:27,24,57247.01666666667,2019-03-14 18:3
스카이캐슬 ㅠㅠㅠㅠㅠㅠ2편나왔슴좋겟다ㅠㅠㅠㅠㅠ,2019-03-13 23:22:16,24,56098.833333333336,2019-03-13 23:2
에에ㅔ에에에에에베베ㅔ베벱베,2019-03-13 11:32:53,24,55389.45,2019-03-13 11:3
진짜 너무나도 재밌었고 인상깊었던 드라마ㅜㅜ 이런류의 드라마가 앞으로 더 많이 나왔음 좋겠다ㅠ,2019-03-13 00:33:17,24,54729.85,2019-03-13 00:3
스캐 ㅠ,2019-03-12 22:05:16,24,54581.833333333336,2019-03-12 22:0
재밌게봣습미단,2019-03-12 20:48:24,24,54504.96666666667,2019-03-12 20:4
우주 불쌍 ㅠㅠ,2019-03-12 01:51:01,24,53367.583333333336,2019-03-12 01:5
으왕,2019-03-11 22:28:38,24,53165.2,2019-03-11 22:2
"주변에서 하도 스카이캐슬 어쩌고 하길래 그게 뭔데 싶어서 봤다가 배우들 연기, 오에스티등등에 뺨 맞고 갑니다. 정말 재밌네요.",2019-03-11 19:20:30,25,52977.066666666666,2019-03-11 19:2
세리야..,2019-03-11 17:13:11,25,52849.75,2019-03-11 17:1
요즘 승리보고 클럽md에 관해서 차민혁이 한 말 재평가해야된다는 생각이 듦...,2019-03-11 15:56:14,25,52772.8,2019-03-11 15:5
댓글 달지 마세요 이제 끝났어용,2019-03-10 21:18:08,25,51654.7,2019-03-10 21:1
태조왕건이 최고다,2019-03-10 20:45:19,25,51621.88333333333,2019-03-10 20:4
"!  !  !작가님, 미래를 보시고 차세리를 !",2019-03-10 15:31:56,25,51308.5,2019-03-10 15:3
정준호.눈물이고 우주 연기고 다 그것도 컨셉이에옄ㅋㅋㅋㅋㅋ,2019-03-10 00:02:50,25,50379.4,2019-03-10 00:0
해나 불쌍,2019-03-09 20:37:07,25,50173.683333333334,2019-03-09 20:3
스카이캐슬 끝나고 요즘 드라마 볼게 없다..ㅜㅜ 하나뿐인내편 보다가 생각들어 냄기는중...,2019-03-09 20:19:37,25,50156.183333333334,2019-03-09 20:1
ㅇㅋㅇㅋ,2019-03-09 16:45:57,25,49942.51666666667,2019-03-09 16:4
막화 때문에 캔슬,2019-03-09 00:34:32,25,48971.1,2019-03-09 00:3
스캐2  ♡♡♡,2019-03-08 22:22:35,25,48839.15,2019-03-08 22:2
정준호는 눈물이 안나오나봐 ㅋ 19회에 발연기하는  우주앞에 무릎꿇고 우는장면에 눈물도 안나오면서 우는소리하는것 좀 보세여 인공눈물이라도 쫌 넣지 에혀   황우주는 진짜 발연기쩔어요 매우 어색하게 못함 ㅋ,2019-03-08 11:08:19,25,48164.88333333333,2019-03-08 11:0
잘난척 드라마.,2019-03-07 22:32:18,25,47408.86666666667,2019-03-07 22:3
이거 실제로는 드라마보다 더하데요!,2019-03-07 20:35:55,25,47292.48333333333,2019-03-07 20:3
혜나 돌려내ㅜㅜㅜ,2019-03-07 01:08:54,25,46125.46666666667,2019-03-07 01:0
we are lie ←X we all lie ←O,2019-03-06 22:20:29,25,45957.05,2019-03-06 22:2
너무재밋어,2019-03-06 22:08:32,25,45945.1,2019-03-06 22:0
OOO들 1회보고  티비 뿌삿따OOO들아 죄다 모아서  맷돌에 갈아서  곰국을 끓여 먹고 싶어지더라,2019-03-06 19:19:13,25,45775.78333333333,2019-03-06 19:1
스토리먼뎈,2019-03-06 15:50:09,25,45566.71666666667,2019-03-06 15:5
하..,2019-03-06 15:50:01,26,45566.583333333336,2019-03-06 15:5
딱 19회까지 명작 .. 마지막 한회 때메 졸작으로 영원히 각인,2019-03-06 14:13:43,26,45470.28333333333,2019-03-06 14:1
이제 그만 댓글 정지 시킵니다 이게 마지막 입니다,2019-03-06 12:27:02,26,45363.6,2019-03-06 12:2
사람들이 하도 스카이캐슬하길래 생각나서 오늘 처음봤는데...재미써....당분간 이걸로 시간보내야겟네여ㅋㅋㅋ,2019-03-06 05:18:34,26,44935.13333333333,2019-03-06 05:1
"eples 님,,,시청률이 20프로가 넘게 나왔고 시청한사람들 거의 대부분이 재밌었다고 하는데 본인은 아니었다고 재밌다고 한 사람들 냄비근성 어쩌는거보니 공감능력부족하신거같고 열등감있으신거같은데,,, 친구 많이없죠?본인이 별로라고 남들도 다 별로라고 생각해야하는거 아닙니다^^냄비근성 군중심리ㅋㅋㅋㅋㅋㅋㅋ 재밌으면 재밌는거지 의미부여 오지게하시넹",2019-03-06 02:30:37,26,44767.183333333334,2019-03-06 02:3
이제 챗방 열기는 식었네요 ㅜㅜ 이러다 없어지겠죠,2019-03-05 22:18:38,26,44515.2,2019-03-05 22:1
난 왜 혜나가 얄밉지? 살해당한건 불쌍하지만 쓸데없이 여기저기 너무 도발 하고 다녔음 자초한 일임. 협박을 하려면 정준호한테 협박을 하지 내가 염정아 래도 빡칠 것 같음 그리고 염정아가 그리 잘못한 건가 잘못을 덮고 가려는 건 잘못이지만 어느정도 이해는 감 처음에 진실을 알고 딸이 그고생한 거 헛짓이 되는것과 지탄 받는것 때문에 망설일수도 있는데 죗값을 치뤄야 한다느니,2019-03-05 18:00:43,26,44257.28333333333,2019-03-05 18:0
초반에 영재 가족 과거씬 같은 거는 좀 보기 싫고 조금 진부한 부분도 있지만 제대로 보기만 하면 후회는 절대 없어요. ㅋㅋ,2019-03-05 11:19:42,26,43856.26666666667,2019-03-05 11:1
겨우 1회 보고 뭔 평가질? 아직 김주영 쌤도 안 나왔죠? 김주영이랑 혜나 나오고부터 본격적으로 시작임 ㅡㅡ,2019-03-05 11:18:10,26,43854.73333333333,2019-03-05 11:1
냄비근성 군중심리 .... 이런게 뭐가 재밌어요?? 물론 연기자들 연기 겁나잘하신건 인정,2019-03-04 23:31:08,26,43147.7,2019-03-04 23:3
실화바탕이라던데... 실제로는 더 그렇켓지 어우..,2019-03-04 23:24:53,26,43141.45,2019-03-04 23:2
이질감느끼는건 나뿐인가.. 재미 없는뎅..,2019-03-04 23:21:19,26,43137.88333333333,2019-03-04 23:2
저게 스카이케슬이구나,2019-03-04 23:16:13,26,43132.78333333333,2019-03-04 23:1
울나라 냄비정신들이 잼따고 난리부르스 친거겟지 ㅋㅋ,2019-03-04 23:15:34,26,43132.13333333333,2019-03-04 23:1
지금 처음보는데 좀 이상하다 ㅋㅋ,2019-03-04 23:15:09,26,43131.71666666667,2019-03-04 23:1
아니 왜 시청률이 이십프로 넘고 그 수많은 사람들이 스케이케슬스카이케슬 이랏는지 몰겟네... 첫화부터 이상하고만... 무슨 축하파티야 ㅋㅋㅋ 현실에서 저렇게 하냐??,2019-03-04 23:14:56,26,43131.5,2019-03-04 23:1
막댓,2019-03-04 23:14:22,26,43130.933333333334,2019-03-04 23:1
SKY캐슬  2부 나오면 좋겠다 .   ㅋ ㅋ ㅋ,2019-03-04 19:30:47,26,42907.35,2019-03-04 19:3
출석체크하러 왔다~~~,2019-03-04 01:27:09,26,41823.71666666667,2019-03-04 01:2
ㅠㅠ 근데 인물관계도에 세리만 없어 ㅠㅠ,2019-03-03 22:23:58,26,41640.53333333333,2019-03-03 22:2
위올라이 텔유더 트루,2019-03-03 22:20:14,27,41636.8,2019-03-03 22:2
"just finished this drama and I was amazed at every episode great cast, scenario and history.",2019-03-03 04:17:04,27,40553.63333333333,2019-03-03 04:1
"지금 1, 2회 재방하기에 한 번 들어와 봄..재밌었는데..ㅋ",2019-03-03 00:20:05,27,40316.65,2019-03-03 00:2
jtbc4에서 지금 재방해요,2019-03-02 22:52:45,27,40229.316666666666,2019-03-02 22:5
밑에분 vod로 재방 보세여..지금 전체회 무료보기 됩니다..,2019-03-02 19:12:09,27,40008.71666666667,2019-03-02 19:1
재방송 언제해ㅠㅠㅠ빨리 보고 싶다고요!!,2019-03-02 13:17:46,27,39654.333333333336,2019-03-02 13:1
정주행3일만에 다했어요... 너무재밌어요!!연기를 진짜잘하세요 만나뵙고싶다..❤,2019-03-02 11:20:39,27,39537.21666666667,2019-03-02 11:2
OST표절에 마지막회의 허무맹랑에 스캐에 대한 열정이 다 사라져버려서 아쉬워요 ㅠㅠ 맨날 본방사수했었는대.. ㅠㅠ,2019-03-02 04:23:01,27,39119.583333333336,2019-03-02 04:2
엔딩은 아쉽지만 ...ㅋ 전체적인 내용이 너무 충격적 ... 혜나만 불쌍한 드라마.... 그치만 지금 생각해보니 나머지는 해피엔딩이라 다행이란 생각이 들기도 하고... 하지만 내 최애 혜나만 죽게 됏으니...ㅠ,2019-03-01 23:29:54,27,38826.46666666667,2019-03-01 23:2
생각나서 출석 하러 왔어요 쁍쁍 다시 보고 싶은 드라마 1위  드라마 하면 계속 생각나는 드라마 1위 배우들 연기력 1위 내 맘속에 드라마 1위 저장 ㄴ@ㄱ,2019-03-01 23:25:52,27,38822.433333333334,2019-03-01 23:2
연기를 너무 들 잘해.... 배우들 하나하나 나무랄데가 없다 진짜....혼이 담겨있어 연기가 아니라 정말 진짜 같아,2019-03-01 13:04:28,27,38201.03333333333,2019-03-01 13:0
벌써 끝난지 1달임 ㄷㄷ,2019-03-01 01:57:32,27,37534.1,2019-03-01 01:5
위얼라잇~,2019-03-01 00:42:37,27,37459.183333333334,2019-03-01 00:4
톡이 123만개라니,2019-02-28 23:16:58,27,37373.53333333333,2019-02-28 23:1
스캐2,2019-02-28 12:36:29,27,36733.05,2019-02-28 12:3
지금 jtbc4에서 재방해요,2019-02-28 10:06:34,27,36583.13333333333,2019-02-28 10:0
"부모들의 극성과 교육시스템을 비판하고 싶다는 생각에 마지막 화에서 무리수를 둔것이 몇개 있습니다. 그런 몇개의 무리수 때문에 마지막화는 갑자기 하이틴 영화로 장르가 바뀌는 느낌이 좀 강하게 들었어요. 다들 마지막화에 대한 악평들 들어보셨을겁니다. 하지만 저는 그 악평들에 대해서 공감을 멋하겠어요.이미 가장 큰 틀의 사건이 19화에서 마무리가 되었고, 20화는 주변인물들을 정리하며 끝이나는게 저는 너무 좋았습니다. 마지막화를 대하는 태도에 있어서 대한민국의 모든 허접한 드라마 작가님들이 좀 배우셨으면 좋겠어요 ㅎㅎ",2019-02-28 05:43:05,27,36319.65,2019-02-28 05:4
아 괜히 5회까지만 봤다 지금 정주행중이예요ㅠㅠ 시즌2  안나오나???,2019-02-27 21:26:33,27,35823.11666666667,2019-02-27 21:2
연속으로 정주행 2번째 하고 있음ㅋㅋ 너무 재밌어요 사람들이 스카이캐슬 노래를 불러도 안보다가 이제야 보는데 왜 히트작인지 알겠어요 다들 연기 너무 잘하고 아역들도 연기 잘하고 예서 예쁘고 예빈이 귀여웡ㅜㅜ,2019-02-27 09:05:00,27,35081.566666666666,2019-02-27 09:0
ㅘㅜ,2019-02-26 23:01:28,27,34478.03333333333,2019-02-26 23:0
메갈하이가 시청률 말아먹음,2019-02-26 22:59:31,28,34476.083333333336,2019-02-26 22:5
옵,2019-02-26 21:22:27,28,34379.01666666667,2019-02-26 21:2
몹시 충격적이네요아마 나같은 서민은 모르는 세계가 이드라마 보다 더 소름돋을지도 모른다는 생각이다 징그럽다,2019-02-26 16:16:21,28,34072.916666666664,2019-02-26 16:1
https://mp.weixin.qq.com/s/hs4GB-2lOjPfNJWizyx8LA,2019-02-26 15:11:05,28,34007.65,2019-02-26 15:1
https://mp.weixin.qq.com/s/W-afLXwnuu2GEPYRQ02OYQ,2019-02-26 15:10:36,28,34007.166666666664,2019-02-26 15:1
https://mp.weixin.qq.com/s/mKMWKlpu03xulZ8ojGsEZg,2019-02-26 15:10:06,28,34006.666666666664,2019-02-26 15:1
제가 중국어로 스케이캐슬 소개문 썼어요^^ 진짜 열심히 썼어요~~ 함 읽어보세요~https://mp.weixin.qq.com/s/tXh3ssD8Wo1G2ZzF0Xhlfw,2019-02-26 15:09:41,28,34006.25,2019-02-26 15:0
스카이 캐슬,2019-02-26 14:11:03,28,33947.61666666667,2019-02-26 14:1
시즌2가나왔으면하는드라마 추천하기 누르고 스카이캐슬쳐서 투표좀요 ㅠ 나올지 모르겠지만 좀 및에 있더라구요..,2019-02-25 22:29:02,28,33005.6,2019-02-25 22:2
14화 서준이기준이엄마 화낼때 개멋있자너 ㅜㅜㅜㅜㅜㅜㅠㅠㅠㅠㅠㅠ,2019-02-25 21:30:08,28,32946.7,2019-02-25 21:3
다시보기중 입니다,2019-02-25 17:26:07,28,32702.683333333334,2019-02-25 17:2
여러분 시즌2가나왔으면하는드라마 검색하시고 스카이캐슬 투표 참여해주세요 ㅠㅠ,2019-02-25 15:22:45,28,32579.316666666666,2019-02-25 15:2
"이제 1화봤는데,,역시 소문대로 1화 임팩트는 죽이는구만",2019-02-25 05:35:17,28,31991.85,2019-02-25 05:3
찐찐! 아..잊을수가없어 매력덩어리..찐친❤,2019-02-25 04:15:15,28,31911.816666666666,2019-02-25 04:1
그나저나 어떻게 보면 대학입시에 대한 사회적 비판과 풍자가 들어간 드라마인데 씁쓸하다.. 우리나라 대체 언제까지 이럴건데..... 결혼하기 싫을 정도.... 돈 없으면 애 교육도 마음껏 못해ㅠㅠㅠㅠㅜㅠ 씁쓸하다...,2019-02-25 02:23:33,28,31800.116666666665,2019-02-25 02:2
"올레티비에 무료떠서 주말동안 보고있는데,암유발드라마네요ㅋㅋ혜나보고 당연히 불쌍하긴 하지만,내가 볼땐 이드라마에서 예서보다 혜나가 더 나쁘고 영악한년이라 생각함.그렇게 죽음을 맞이한건 불쌍하지만,애가 참 못되처먹었단 생각 들었음.그리고 어른들 중 제대로는 우주가족뿐. 드라마가 재밌다기 보단 씁쓸하구만.",2019-02-25 00:17:16,28,31673.833333333332,2019-02-25 00:1
ㅋㅋㅋ,2019-02-24 23:18:39,28,31615.216666666667,2019-02-24 23:1
스캐2,2019-02-24 23:16:16,28,31612.833333333332,2019-02-24 23:1
겁나 짜증나!이렇게 못챙겨주는 부모들은!,2019-02-24 23:12:12,28,31608.766666666666,2019-02-24 23:1
좀 늦었지만 정주행 ㄱㄱ,2019-02-24 22:54:07,28,31590.683333333334,2019-02-24 22:5
솔직히 스캐2 나와야 됨.,2019-02-24 20:26:38,29,31443.2,2019-02-24 20:2
혜나..어떻게보면불쌍하긴한데..난 웰케 예서보다..혜나가 더싫지?..,2019-02-24 19:01:10,29,31357.733333333334,2019-02-24 19:0
정주행 중인데 재밌는데 한서진과 김주영이라는 캐릭터때문에 스트레스를 받는 느낌 ㅋㅋㅋㅋㅋ 근데 못끊겠다,2019-02-24 17:10:07,29,31246.683333333334,2019-02-24 17:1
"정주행 끝, 정말정말 웰메이드 드라마 💕",2019-02-24 16:31:57,29,31208.516666666666,2019-02-24 16:3
김서형 정말 연기 잘한다 몰입감 최고였음👍,2019-02-24 04:16:23,29,30472.95,2019-02-24 04:1
"곽미향 저렇게까지 개과천선 하는 설정은 드라마니까 가능하지,,, 해피엔딩이라 다행이긴 한데,,,뭔가 앙금은 남는다",2019-02-24 04:13:02,29,30469.6,2019-02-24 04:1
우주 너무 불쌍해..,2019-02-24 00:36:42,29,30253.266666666666,2019-02-24 00:3
스카이캐슬 안하니 그알것이나 봐야지 ㅠㅠ 허전하네,2019-02-23 23:30:00,29,30186.566666666666,2019-02-23 23:3
스카이캐슬 재방송 틀어주지 볼게 없네 잊어버리겠어,2019-02-23 22:56:11,29,30152.75,2019-02-23 22:5
"기준이 피라미드 깨부술때 멋짐에다가 대사 명언이네 ""세상이 왜 피라미드야 지구는 둥근데 왜 피라미드냐구!!""",2019-02-23 18:04:34,29,29861.133333333335,2019-02-23 18:0
김혜나 너무 불쌍하네,2019-02-23 16:24:23,29,29760.95,2019-02-23 16:2
와 설마해서 왔는데 아직도 톡중 이시네,2019-02-23 15:39:12,29,29715.766666666666,2019-02-23 15:3
"혜나 죽고 혜나 방 청소 하면서 웃어놓고선,,도우미가 기막히다는듯 쳐다봤었는데",2019-02-23 15:28:49,29,29705.383333333335,2019-02-23 15:2
곽미향 직접살인을 하지 않았다고 살인자가 아닌척 고귀한척 하고 앉았네 나쁜ㄴ,2019-02-23 15:26:59,29,29703.55,2019-02-23 15:2
김서형 연기의 신!  넘 멋있다ㅠ,2019-02-23 14:54:07,29,29670.683333333334,2019-02-23 14:5
다른분들도 연기 잘하시지만 늦게 정주행하면서 김서형님 연기 대박! 이정도면 연기의 신급이네요! 김서형 팬됐습니다ㅠ,2019-02-23 14:20:37,29,29637.183333333334,2019-02-23 14:2
제에에에에에발 이 배우들 그대로 스카이캐슬 2 만들어주시면 이 세상 온 시청자가 좋아서 날뛸고 같은뎅....... 만들어 주실거죠? 스카이 캐슬 시즌 2.....?,2019-02-23 13:43:18,29,29599.866666666665,2019-02-23 13:4
예서책상 사고싶어요우요우,2019-02-23 09:27:26,29,29344.0,2019-02-23 09:2
좍과니임 스카이캐슬 2편두..ㅠ,2019-02-23 09:25:21,29,29341.916666666668,2019-02-23 09:2
기준이 오빠ㅠㅠㅜ,2019-02-22 21:07:24,29,28603.966666666667,2019-02-22 21:0
기준이 내꼬💗,2019-02-22 21:06:44,30,28603.3,2019-02-22 21:0
제발 재미없어도 되니까 2 만들어주쉐여... 작가륌.....❤️,2019-02-22 18:26:13,30,28442.783333333333,2019-02-22 18:2
혜나만 불쌍한 드라마....마지막편 너무 하셨어요 작가님...,2019-02-22 16:54:09,30,28350.716666666667,2019-02-22 16:5
아아 한서진 곽미향 염정아 너무 사악하게 나오네 컴퓨터로 보다가 모니터 뿌실 뻔햇네,2019-02-22 16:03:22,30,28299.933333333334,2019-02-22 16:0
쓰앵님 사진 간직...,2019-02-22 15:48:39,30,28285.216666666667,2019-02-22 15:4
"아형 어제 봤는데 김서형, 오나라 미친캐릭터 ㅋㅋㅋ 김서형 엄청 웃기더라. 꼭 봐",2019-02-22 15:44:18,30,28280.866666666665,2019-02-22 15:4
20회 또 어디서 멏시에 하나요,2019-02-22 14:47:47,30,28224.35,2019-02-22 14:4
이올라잇,2019-02-22 13:27:37,30,28144.183333333334,2019-02-22 13:2
아주 짱이에요 정말로 재미서 요,2019-02-22 13:15:57,30,28132.516666666666,2019-02-22 13:1
스캐 짱이예요ㅠ♥,2019-02-22 10:42:33,30,27979.116666666665,2019-02-22 10:4
14회 혜나죽음 범인 김주영 살인청부시킴,2019-02-22 08:45:51,30,27862.416666666668,2019-02-22 08:4
이드라마 진심 미쳤다! 1회나 2회까지 보고 담에보려고 오늘 보기시작했는데 하루만에 수회째 보구있네요 스토리 전개가 깊이있고 생각도하게하고 끝나면 다음회보게 만드는 데..홀린것 같음 ㅠ,2019-02-22 02:15:49,30,27472.383333333335,2019-02-22 02:1
케이연기개잘하네 ㄷㄷ,2019-02-22 01:20:42,30,27417.266666666666,2019-02-22 01:2
ㅠㅠㅠ스카이캐슬,2019-02-21 22:40:06,30,27256.666666666668,2019-02-21 22:4
