comment,hour,pos,neg
금요일인데 스카이캐슬 안해서 우울하네요..시즌2해주세요 제발~~!!,2019-02-08 22:0,0,0
아 이래서 지금 심심한 거였어...  스카이캐슬 기다리며 두근거려야 하는 금요일 저녁인데에..ㅠㅠ,2019-02-08 22:0,0,0
스캐 시즌2 가즈아~~~!!!,2019-02-08 22:0,0,0
댓글 백만@?!??!?!,2019-02-08 22:0,0,0
장난이에요 ㅎㅎㅎ,2019-02-08 22:0,0,0
진짜 그립따 스카이캐슬,2019-02-08 22:0,0,0
스캐 오늘 결방입니다ㅋㅋ,2019-02-08 22:0,0,0
1시간잇음스카이캐슬시작이다!,2019-02-08 22:0,0,0
뭐니님.. 센슈얼 찾아 주시니 감사요.. 센슈얼로 들어왔다가 어떤분이랑 싸우고 렉시로 닉 바꿨어요ㅋㅋ. 싸웠던때가 벌써 추억이 된것 같아요..뭐니님도 혹시 다른닉 이었나요? 못본 닉 같아서요ㅎ,2019-02-08 22:0,1,0
오페랄라님 아침 출근길에 톡 봤는데.. 답장 못하는 이 신세ㅜㅜ.. 신랑 올때까지 기다렸다가 폰 뺏어서 글 써요.. 오페님 항상 같은편이라 좋았어요.. 드라마 보면서 니편 내편 가르게 될줄이야ㅋㅋ,2019-02-08 21:5,0,0
사슴님 채경님 꾸뻬님 방가여ㅎ,2019-02-08 21:5,0,0
금토가더이상기대가안되네...ㅠ,2019-02-08 21:5,0,1
스카이캐슬 막방후 아무런 미련 없는데.. 여기 톡 친구들 생각나서 들어오게 되네요ㅎ,2019-02-08 21:5,0,0
캐슬 없는 11시...슬푸다 ㅠㅠ,2019-02-08 21:4,0,0
진짜 오늘 뭐보냐..,2019-02-08 21:4,0,0
vod로 다시보기 스텐바이중~2회 보는데 연기력 대단..,2019-02-08 21:4,0,0
지나간 금요일 11시들이 참 그립다 보고싶다 본방 스캐,2019-02-08 21:3,1,0
해나못지않게 더 카레장면과케이의모습이 가장 눈물났읍니다 ㅠㅠㅠ,2019-02-08 21:2,0,0
준상이죄가 더크지만 준상이 미향에게 절망하는모습을 좀강하게 보여줬으면 하는아쉬움이크네여 전 솔직히 준상 엄마한테 절규하던거도 넘약하게보였거든여 미향과 초고속으로 화해하고말이져 ㅋ ㅠㅠ,2019-02-08 21:2,1,2
혜나파 예서파 계속 나뉨. 열띤 토론. ㅎㅎ,2019-02-08 21:1,1,0
결말에 실망 욕바가지 스캐,2019-02-08 21:1,0,2
사랑했다 스캐,2019-02-08 21:1,1,0
그립다 스캐,2019-02-08 21:0,1,0
진짜 결방 와 징글징글했더랬죠 ㅎㅎ,2019-02-08 21:0,1,0
방탄이면 쉽지가 않지요 암요  ㅎㅎ,2019-02-08 21:0,1,0
이 시간만 되면 오던결방묻는 사람들 그리울 지경 ㅎㅎ,2019-02-08 21:0,1,1
우리 동네 아이비클럽은 방탄소년단 사진이던데 ㅎㅎ쉽지않겠네요~~,2019-02-08 21:0,1,0
ㅋㅋㅋㅋㅋㅋ,2019-02-08 21:0,0,0
채팅방안없애죠?ㅎㅎ,2019-02-08 21:0,1,0
그러게요. 혜나 우주랑 같이 교복광고도 좋으네용 ~ ^^,2019-02-08 20:5,1,0
교복 광고도 좋으네요.. 반듯 단정한 이미지라,2019-02-08 20:5,0,0
혜나 고급진 이미지로 화장품 광고 가즈아~~~~~~,2019-02-08 20:5,1,0
드라마보고 스트레스받기는 첨이다.우웩,2019-02-08 20:5,0,1
으악. . ㅋㅋㅋㅋㅋㅋ스카이캐슬 초반에는 진짜있을법한 내용들이였는데막회보니까 ㅋㅋㅋ절대일어날수없는 내용이네요시험지 던지며 나오는거보고. . 오글거렸어요. . ㅜ,2019-02-08 20:5,0,1
혜나랑 우주 교복 광고~~^^,2019-02-08 20:5,0,0
ㅋㅋㅋ사과는 좀 그러니까... 과자 같은 거 애플파이 씨엡 찍으면 어떨라나요? ㅎㅎㅎㅎ 혜나는 그냥 좋은 영화 감독 만나서 예술 영화 한 편 찍어줬으면 좋겠어요. 눈빛이 남다름! ^^,2019-02-08 20:5,2,0
혜나 무슨광고 애플 컴터 광고나 애플 휴대폰ㅎㅎ,2019-02-08 20:4,1,0
"예서는 소속사도 좋은데 가공 스캐 후광 엄청 보네요,반면 혜나 쓸쓸 .. 종방할때 다른가족다 가족사진찍고 할때 혜나는 투명인간에 극중역도 죽음이공 아 복이없나 광고도 글코 우리 혜나 좀 불러주세요~",2019-02-08 20:4,0,1
ㅎ 그러게여 성인이였음 소주 딱인데말이져 ㅋ ㅋ,2019-02-08 20:4,0,0
혜나는 어떤 광고가 잘 어울릴까요? ^^,2019-02-08 20:4,2,0
해나이미지가 광고에 쉽지않나봐여 아쉬움 ㅋ,2019-02-08 20:4,0,1
사슴님 오랫만이네요 ~ ^^ 예서는 드라마 덕분에 얼굴도 많이 알려지고 잘 나가네요 ~ ㅎㅎㅎ,2019-02-08 20:4,2,0
혜나 소주광고 가즈아~~~~~~~~~~~~~~,2019-02-08 20:3,0,0
꾸뻬님 방가요~ 예서 광고 벌써 2개네요 와 ~,2019-02-08 20:3,0,0
예서는 예빈이랑 하이마트 광고도 찍음요 ^^ 혜나는 뭐 없네요. . . 드라마 역할도 쓸쓸하더니 ㅎㅎ 혜나는 그래도 연기의 내공을 얻었겠죠. ^^,2019-02-08 20:3,3,0
혜나는 광고 찍은것업나요? 예서는 비타민광고 하나 건졌는뎅,2019-02-08 20:3,0,0
얼른 결제해서 보세요 ㅋㅋ,2019-02-08 20:2,0,0
헉ㅜㅜ 18화 예고 봤는데 예서 퇴학당하는 거 같네요ㅠㅜㅜㅜㅜㅜ 얼른 결제하러 갑니다!!,2019-02-08 20:2,0,1
17화부터 19화까지만 돌려봐요,2019-02-08 20:2,0,2
정준호가 오열하는 장면,2019-02-08 20:2,0,0
17화가 젤 감동적이었어요 ㅜ,2019-02-08 20:2,1,2
서준아 연모한다,2019-02-08 20:2,0,0
저 지금 정주행 하고 있어용!! 17화 보구 있는데 너무 슬프네요ㅜㅜㅜ,2019-02-08 20:2,1,1
오늘 다들 뭐보시나요? ㅠㅠ,2019-02-08 20:1,0,0
맞아여 현실에선 정말정말어렵져 ㅋ ㅋ,2019-02-08 20:1,0,0
"그리고 저는 파국이 아재는 절대 안바뀔 케릭이었는데 참 아쉬웠네요,,,",2019-02-08 20:1,0,0
"아 ,,,, 볼게없다 정말",2019-02-08 20:1,0,1
ㅋ ㅋ ㅋ,2019-02-08 20:1,0,0
소울향기님 한혜연 이분 괜찮네용. ㅎㅎ 살좀 빼시면,2019-02-08 20:1,1,0
아 16화 봐야하는데ㅜㅜㅜ재방 안 하넹...,2019-02-08 20:1,0,1
그러게여 이런작품 뛰어넘을 명작이 쉽진않을듯여 ~,2019-02-08 20:0,0,0
전 현실적인걸 좋아하기도하고 딸바였음 해나가 더불쌍해질것같아서 그건아니길바랬었구여 준상의 회개타임이 넘빨리끝난게 가장아쉬움이 크게남구여 미향이 이혼정도라도 바랬는데 그랬음 파국이아저씨가 또어려워질수이ㅛ겠더라구여 ㅋ ㅋ 전 해나못지않게 어쩜 그보다더 케이가 가슴아픕니다 ㅠㅠㅠㅠ,2019-02-08 20:0,1,1
다 좋았는데 마지막화에 너무 훈훈하게 끝나는게 좀 아쉽고 스카이캐슬 너무 재밌게 봤어요~ 아 이제 드라마 볼게 없다..,2019-02-08 20:0,0,2
사슴님 차라리 한혜연 스타일리스트분은 어떨까여 진정한코디 ㅋ ㅋ ㅋ,2019-02-08 19:5,0,0
스캐♡♡♡,2019-02-08 19:3,0,0
스캐♡♡♡,2019-02-08 19:3,0,0
넹 맛나게 같이 드시고 오세요~,2019-02-08 19:3,0,0
사슴님 아들 밥주고 올께요~~,2019-02-08 19:3,0,0
울기도 그때 제일 많이 울고..,2019-02-08 19:2,0,0
저는 악역의 빈틈에 굉장히 끌리나봐요카레씬 김주영 자동차씬 조선생 과거팔목잡기. 요부분 좋았어요,2019-02-08 19:2,0,0
"네. 진짜 염정아 김서형연기에감탄  또 감탄. 잘 모르는데 보통 1,2년은드라마작가들도 쉬면서 구상하는거 같아요",2019-02-08 19:2,4,0
유현미 작가님은 작품 오래동안구상하시는 편인가요?,2019-02-08 19:2,0,0
스캐 잊혀지지 않는 명장면ㅡ 곽밍 소리없이 오열하는 뒷장면 씬 진짜 대박연기했었고 저런 연기도 있구나  ㅎㅎ,2019-02-08 19:2,1,0
기다림이 길것같은데요 ㅎㅎ언제 쓰려나~~,2019-02-08 19:2,1,0
유현미 작가 차기 드라마 기대하고있어용 다시한번 믿어보려고요 ㅎㅎ,2019-02-08 19:2,1,0
저도 스캐 원혼 ㅎㅎ,2019-02-08 19:2,1,0
"금토 ㅠㅠ 수목도 ㅠㅠ 동물농장, 세상에이런일이, 챠트달리는 남자 .안녕하세요 그냥 볼만한데 드라마는 드닥없네요",2019-02-08 19:2,0,0
허무에서 톡방도 못떠나는스캐영혼됐음요 ㅜㅜ30부작해주지 ㅋㅋ,2019-02-08 19:2,0,1
극한직업 킹덤 이쪽은접근이 귀찮..  금토드라마가 좋은뎅ᆢ,2019-02-08 19:1,1,0
맞죠 연기력 검증이  ㅎㅎㅎ,2019-02-08 19:1,0,0
한혜진 연기는 안봐서 ㅎㅎ,2019-02-08 19:1,1,0
젊은 배우 누구있을까요 ... 음.....그분 전현무랑 사귀는분 ㅎㅎ 눈꼬리가 올라가서 독한 연기어떨지 ㅎㅎ 모델이라 연기 안될지도  ㅠ,2019-02-08 19:1,3,2
볼게없다아~ ㅜㅜ,2019-02-08 19:1,0,0
우리 끼리 캐스팅 다해서방송국에 요청하기 ㅋㅋㅋ,2019-02-08 19:1,0,0
더 젊은 배우중에 없을까요~~,2019-02-08 19:1,1,0
ㅎㅎㅎㅎㅎ,2019-02-08 19:1,0,0
어울릴듯도 한데요 ㅎ표독스런 인상~,2019-02-08 19:1,0,0
넹 ㅎㅎ,2019-02-08 19:1,1,0
누군지 몰라요 ㅎ검색하고 옴요,2019-02-08 19:1,0,0
그니까요 볼만한 한드없음요,2019-02-08 19:1,0,0
이동욱 유인나꺼 볼까 어쩔까리갈하이도 안 땡기고 스캐 여파 다른 드라마가 눈에 안들어온다 ㅎ,2019-02-08 19:1,0,0
김주영샘역으로 딱한사람 급 떠오름 ㅡ고  이만희감독님  딸 이혜영씨 카리스마 장난아닌데 이분이해도 겁나 소름돋을것같아요,2019-02-08 19:1,0,1
저 보는게 없어요하나 건져야하는데 ㅜㅜ미요님 추천 왕의남자도 안땡기고~,2019-02-08 19:1,0,0
"오늘 참 허무하네요,, 늘 금요일  손꼽아 기다리던 설렘이 없어짐요, 리갈하이 예고는 유치찬란한것같아 패스하려구요",2019-02-08 19:0,0,0
김주영역은 대체불가같네요~~,2019-02-08 19:0,0,0
"재방송은왜 계속 19,20회만 하는거죠? ㅠㅠ",2019-02-08 19:0,0,0
사슴님 넹~~^^,2019-02-08 19:0,0,0
한채경님 방가요~,2019-02-08 19:0,0,0
김남주 김혜수 스캐2하면 잼나겠어요 ㅎㅎ,2019-02-08 19:0,1,0
스캐2부 전적으로 믿으셔야 합니다,2019-02-08 19:0,0,0
김주영. 참 케이 말도 하던데조쌤이랑 같이 보살피며평범하게 살지.,2019-02-08 19:0,0,0
스캐2부 안함????????????????,2019-02-08 19:0,0,0
김주영쌤 계획 완전 망한거 아니구 반절 망함,2019-02-08 19:0,0,0
아우 예서 저 OOO,2019-02-08 18:5,0,0
죠 밑에 만두 빚으며 곽미향 미쳐간다 ㅋ,2019-02-08 18:5,0,0
구치소 체험 매력업 ㅋㅋ,2019-02-08 18:5,0,0
ㅠㅠ..,2019-02-08 18:5,0,0
불금인디 볼 게 없네요 슬픔.ㅜㅜ,2019-02-08 18:5,0,1
아 허전하다...즐겁지가 않타...스카이캐슬돌아와!!!!!!!ㅠㅠㅠㅠㅠㅠㅠㅠ,2019-02-08 18:5,0,1
구치소체험 매력업 ㅎㅎ,2019-02-08 18:5,1,0
오늘 안하죠?슬퍼요,2019-02-08 18:3,0,0
봐야  할  드라마?,2019-02-08 18:2,0,0
어찌봄 주영을 멈추게하기위해 해나를 희생시킨거같아여 ㅠㅠㅠ,2019-02-08 18:1,0,0
주영은 케이로 이미 지옥속에있었져 혼자있는개 넘억울했던거져 불쌍한 해나 ㅠㅠㅠ,2019-02-08 18:1,0,2
난 강한여자 곽미향이 구치소 체험으로 더 강해지길바랬는데  매력업  할수있는  기회를 놓쳐서  아쉽다.,2019-02-08 17:5,0,1
김주영스앵 속에서 천불나는 지옥불 체험,2019-02-08 17:5,0,0
20회 지옥불 체험해보라는 것은 김주앵스앵이 다른 가정의 행복을보면서 완전 지옥불 구치소 체험중임,2019-02-08 17:5,1,0
"김주영스앵의 계획은 곽밍가정 파괴인데 완전 스앵님 개망함,,, 곽밍 인생에 혜나까지 제거함과 동시에 그전보다 가족이 더 행복 호강에 겨워짐,,, 심지어 다른 스캐가정도 더불어 개과천선 착해져서 다 행복해짐 완전망함",2019-02-08 17:5,1,3
와 봤더니 역시나 둘이서 잘 놀고 있군,2019-02-08 17:4,1,0
소울같이 동정심 많고 착한 애는 곽미향같이 독한애  못이긴다고   어제도  내가  말 했다.나는 구경하다 사실관계만 얘기 했을 뿐이다.   난  악마적 카리스마가 있는  곽미향한테  매력을 느꼈을 뿐이다.,2019-02-08 17:4,1,2
겨울비 사과받겠어 나도 심한 말 미안한데내가 미향편에 댓글 쓴다고여기 미향 욕 넘쳐나는데누구한테 닉저격해서 나와 다르다고신기해하고 ㅉㅉ 이해력 분별력 이러던가~ 소울이 만만해서 그런게 아니라날 저격해서 응대한것뿐좋은 하루,2019-02-08 17:4,1,3
제가 휘둘리지말았어야했는데 무튼 겨울비님도 오해푸시고 표현좀 그리라지마시길 미향에게 넘꽂혀서 본의아니게 불쾌감드렸네여 엄마인지 학생인지 궁금함에 그만 ㅋ  죄송해여 모두,2019-02-08 17:3,0,2
오늘 리갈하이 시청율 궁금 저는 안볼거라서,2019-02-08 17:2,0,0
아직 열띤 토론의 톡을 하시는 님들 방가요!,2019-02-08 17:2,0,0
정말 죄송해여 ㅋ ㅋ ㅋ,2019-02-08 17:2,0,0
저가지고여 ㅋ,2019-02-08 17:2,0,0
아인님도 충고감사해여 저도 그래서 후회많이 들었네여 r이랑 겨울비가 하도 ㅈ가지고놀려해서 저도 감정이앞서서여 죄송해여,2019-02-08 17:2,0,2
👍,2019-02-08 17:2,0,0
아인슈페너님ㅋㅋㅋㅋㅋ,2019-02-08 17:1,0,0
지금부터 두분 서로에 대해 언급하지 않기로 합니다시작———————————————,2019-02-08 17:1,0,0
"오늘 jtbc2에서 재방 1회부터~~~~쭉 편성되어 있었던데, 지금 보니 사라졌네요ㅠ ㅠ변경됐나요?",2019-02-08 17:1,0,2
봉하현님 죄송해여 이럴려는거아니였는데 ㅠㅠ,2019-02-08 17:1,0,0
계속 하지 말자는데도 물고 늘어지고 나 없는데도내 닉넴 말하고 시비털고내가 안볼줄 알았노,2019-02-08 17:1,0,1
내가 글쓰는속도가 느려서 다른분한테 피해줄까부른거다 그만하자,2019-02-08 17:1,0,0
겨울비님 소울향기님 그만 싸우시고 욕좀 그만 하세요 덜 떨어져 보이고 스카이캐슬에 대한것을 쓰는 곳 인데 ....,2019-02-08 17:1,0,0
나도 시청자로 의견앤거고 먼저 피해의식에 꼴값떤건너야 닉네임부른다고 시비턴다고 참나 기가차더라 난 그저 미향의이기적인걸 말하려했을뿐이야,2019-02-08 17:1,0,1
니가 먼저 했거든어제도 그냥 신경 끄고 가자니깐계속 내 닉넴 말하고 아침에도 또 말하고 해놓고도 까먹노빠가사리냐,2019-02-08 17:1,0,0
이제 톡방 글 올라오는것도 전과 같지않아서 이렇게 한번 글남기면 페이지에 오래 머물러있는데 종방 아쉬워 계속 톡방에 들어와 여운이라도 느껴보고 싶은데 둘의 무의미한 공방이 넘 눈살 찌뿌려집니다,2019-02-08 17:1,0,1
제가먼저한거아니에여 닉네임은 여기1:1아니니까 다른분오해할까부른거지 닉네임부르면 시비거는겁니까 밑에글보고말하세여 ㅠㅠ,2019-02-08 17:1,0,2
소울향기님 본인의 생각과 안맞으면 못견디는 성격인가요? 그냥 나랑 다르려니하고 넘어가면 안돼요? 계속 이름 언급하며 신상 물어보고 신기해서 그런다느니..호기심 많은 성격이면 막 남의 이름 언급하며 희안한 사람 취급하고 맘대로 하고싶은거 묻고해도 되나요? 누구랑 사귀라느니..사람갖고노는 느낌 들어서 보는 제3자 입장에서는 소울향기님 넘 찌질해보여요,2019-02-08 17:0,0,0
니가먼저 미향위대하다며 헛소리해서 미향이뭐가위대하냐한게 건드린거냐 r은 강한여자한테 사육당하고싶다길래 너랑 천생연분이라 만나보라한거고 말꼬라지하곤 일진이냐 나도 이리꼴값떨어본것도첨이다 혼자사는세상아니다 아가리나씻어라  ㅉ,2019-02-08 17:0,0,2
응,2019-02-08 16:5,0,0
니나 인생 잘 살도록 하고 혼자 삽소리 마이 해라 ㅉㅉ,2019-02-08 16:5,1,2
아놔 ㅋㅋㅋ 톡방만 오면 아무도 없는데나 씹고 있네 ㅍㅎㅎ니가 내 만만해서 먼저 건들이고계속 건들이고 있다 아이가? 아갈머릴 확 찢어버릴까?,2019-02-08 16:5,0,0
겨울비야 넌나만 만만하지 다른사람한텐 꼼짝못하면서 나한테만 꼴값질하더라 나도 너랑 꼴값떤게한심하더라 인생 그따구로살아봐라 다 뿌린대로거두는거다 ㅉ 바이,2019-02-08 16:3,0,0
작가 유치뽕짝의 끝판왕이라고 했더니 바로 신고때리네? 작가신봉자들 무서워ㄷㄷ,2019-02-08 16:3,0,1
와 여기 무서워ㄷㄷ 파국이 캔디노래 장면 유치했고 영재 자소서 대필한거 왜 벌 안받았냐고 썼더니 바로 삭제됐네ㅋ 계속 지켜보고 있다가 맘에 안들면 떼거리로 신고 때리는거야?ㄷㄷㄷ,2019-02-08 16:2,0,2
뭐 그래도 내새끼만 목메어보지말고 남의 새끼도 보고 가족의 소중함을 깨달아라 하는드라마였네요 잘봤어요,2019-02-08 16:1,1,0
ㅋㅋㅋ,2019-02-08 16:1,0,0
죄없는아이 죽게하고 욕심내려놔서 홀가분하다웃는 진정 이기적끝판왕 곽미향 만두빚으며 미쳐감 ㅋ ㅋ ㅋ,2019-02-08 16:0,1,3
강준상은 결국 만두가게차리고 엄마랑연을끊는다 미향이없인못사니 ㅋ ㅋ ㅋ ㅋ,2019-02-08 15:5,0,0
유일하게 잃은게없는 찐찐이네가 피라미드챔피언 호두까기 ㅋ ㅎ ㅎ,2019-02-08 15:4,0,0
피라미드 못잊을듯 징라면 외로워도 슬퍼도 나는안울어  시베리아 자작나무 ㅋ ㅋ ㅋ ㅋ,2019-02-08 15:3,0,1
파국아저씨가 주인공이였던걸로 쌍둥이아빠 살리려고 억지 개과천선한느낌 ㅋ ㅋ ㅋ,2019-02-08 15:3,0,1
이건 끝났는데 아직도 톡방이 있노,2019-02-08 15:2,0,0
비트코인처럼 떡상하다가 떡락한 드라마. 패인은 작가가 생각해놓은 결말을 시청률때문에 회차 늘려서 끝으로 갈수록 갑자기 막장이었다 갑자기 맥 탁 풀리게 만들었다는것이다,2019-02-08 15:0,0,0
서준아 누나한테 야 가 뭐니 야 가..ㅋㅋ 울쎄리 하버드 안 가도 돼~♡ 하고싶은거다해~♡~♡♡♡,2019-02-08 14:5,0,0
진짜 이태란 가족빼고 다 정상이아니네...,2019-02-08 14:5,1,0
정주행 중인데 병원 원장 개웃김ㅋㅋㅋ,2019-02-08 14:5,1,0
아지트라고만 나오고 어디인지는 안 나와요,2019-02-08 14:3,0,0
김주영 카레씬은 자비로운 예수라는 곡.,2019-02-08 14:3,1,0
진짜 좀더 했으면 하는 현대사회를 제대로 찌른 드라마,2019-02-08 14:3,1,0
노승혜 아지트가 어디에요?,2019-02-08 14:2,0,0
원래대로 16부작으로 갔다면 거의완벽한 드라마가 완성됐을텐데 하는 아쉬움이 있네요,2019-02-08 13:5,2,1
이 드라마에서 한서진 가족 특히 한서진 예서 강준상 세명이 최고 밉상이다.  그런것들은 천벌 받아야하는데 전혀 벌받는거 없이 제일 행복하게 사네. 무한이기주의에 내가  패주고 싶은 마음이 부글부글 거린다. 그런것들이 왜 사는지.. 쯔쯔쯔  작가님 드라마 마지막 까지 너무 고구마에요!!! 물론 이 타락한 세상에서 이게 더 현실적인 결론일수 있겠지만 한서진 가족보면 욕밖에 안나온다..!!! OOO들,2019-02-08 13:5,1,2
사이다콜님~ 오랜 친구를 만난듯 반가운 맘이 드는게 바로 톡방의 매력이겠죠ㅎ 글 남겨주셔서 감사해요^^,2019-02-08 13:5,2,0
개막장 재미업는드라마 욕하는재미로 사이다콜이란 닉넴으로 타드라마 톡하다가 여기와서는닉넴마저 각양각색으로 바꿀정도로 다양한분들의 톡을보면서 드라마를 같이 애기할수 있다는게 정말 재미있었네요  공감도하고 싸우기도하고 추리도하고 많은분들이 생각납니다~ 뭐니님 글보고 그당시가 떠올라 글 한줄 남기네요~ 드라마가 끝난 지금도 많은 논란이되는 곽미향 / 혜나팬으로 밉지만 꼭 미워할수만 업게 만드는 분들 글보면서  역시 싸운다는게 꼭 나쁜건 아니란 생각드네요 서로 이해의폭이 넓어지는 시간되시길~^^  다들 행복하세요,2019-02-08 13:3,2,1
저는 제목은 모르는데 그노래 들을때마다 미안했~어 미안했~어 로 들리네요ㅎ,2019-02-08 13:2,0,0
지금 나오는 음악(김주영 카레만드는 씬) 뭔지 아시는분~~,2019-02-08 13:0,0,0
"오랜만에 톡방 들어왔는데 센슈얼,오페랄라,방방,사이다**,someday...님들 외 기억나는 몇몇분들..여기 들어오면 자주봤던 닉넴들인데 이젠 안보이네요...매일 카운트해주던 도란대륙님도 계셨고...벌써 추억돋네요ㅋ 재밌었는데...드라마 끝나니 아쉽네요...오늘의 프로그램으로 금요일 들어가서 여기 들어왔는데 이젠 금요일 프로에 스카이캐슬이 사라졌네요...종방 실감나고 아쉬워요...톡방 처음이었는데 즐거운 추억됐네요",2019-02-08 12:4,1,0
교육제도 언제쯤 변화될지...,2019-02-08 12:2,0,0
구구단 초딩 4학년때 나오는거 아닌가요? 교육제도 누가 뜯어고칠까요?,2019-02-08 12:2,0,0
교육제도 진짜 미쳤다 초딩2학년부터 구구단을배우고 애들좀 작작 볶아라,2019-02-08 12:2,0,0
사람새끼가 아니다,2019-02-08 12:2,0,0
스포 오지게하네ㅋㅋ 사람새끼냐,2019-02-08 12:0,0,1
"뒤늦게 정주행 하는 분들을 위한 팁! 혜나는 강준상 딸, 혜나 떨어져서 죽는데 범인은 김주영 사주 받은 캐슬 게스트하우스 경비원",2019-02-08 11:3,1,1
굿,2019-02-08 11:2,0,0
비하인드가더잼나네용,2019-02-08 11:1,0,0
공영에서했음 절대로 이구성 못함 바람나고 사귀고 헤어지고 산으로갔음,2019-02-08 11:1,0,0
김병철 선배가 라니;;;;;,2019-02-08 11:0,0,0
조병규는 확실히 좀 건방진 듯,2019-02-08 10:5,0,1
스캐끝나고 다시 시청률 3퍼 물레방아찍겠당,2019-02-08 10:3,0,0
지가 시작해놓고 남탓 ㅉㅉ,2019-02-08 10:2,0,1
내가 이방에서 캐릭 누구를 찬양하던 말던 남의 닉넴 저격해서깐죽대고 막말 시작한게 소울인데격력이 어케 된거 아님? 진짜 질척거리네 어제 그렇게 서로 지나치자했것만 ㅉㅉ,2019-02-08 10:2,1,1
금욜날 이제 모보나요... ㅠㅜ,2019-02-08 10:1,0,0
sky 캐슬 끝나고 하는거 후속작 리갈하이 존나 재미없을것 같다ㅠㅠㅠㅠㅠㅠㅠㅠ리갈하이 배우들은 연기 존나 못함sky 캐슬 배우들은 연기 존나 잘했는데...........,2019-02-08 10:0,1,0
예서예빈  노트북 광고나오네  ㅋ 하이마트ㅋ 차교수는 컵라면 언제나오노 컵라면 차교수 빨리 접수안하고    ㅋ,2019-02-08 10:0,0,0
sky 캐슬 끝나고 볼게 없네ㅠㅠㅠ,2019-02-08 10:0,0,0
"스캐 끝나고 볼만한게 없는데 '눈이부시게'요거 잼날꺼같음.딴건모르고 김혜자 나오면연기 끝내줄텐데...아..근대 아직도 스캐땜에여운이 오래남네, 공영방송 에서 했으면 초초대박을 쳤을텐데 흐엉ㅜㅜ",2019-02-08 09:5,1,0
오늘도  즐겁게   !!!!!!!!,2019-02-08 09:3,1,0
ㅎ 좀 살아보니  사람 인생 별거 없드라구요  조금만 여유를 가지고 내 자신이 주인이 되어 남에게 휘둘리지 말고 하고싶은거 좀 하면서 사는게 맞는 듯 하네요   ㅡ,2019-02-08 09:3,1,0
도치님 카르페디엠 기억할께요.ㅎ,2019-02-08 09:2,0,0
오페님은  여자분 이신 듯 ㅡㅡ  감성이 역시  ㅎ,2019-02-08 09:2,0,1
피라미드 중간을 맞추려고 쥐어짠작가님 ㅠ,2019-02-08 09:2,0,1
이제 진짜 일상으로 가야지요. 하루에 한번씩 꼭들르게 되네요.^^,2019-02-08 09:2,0,0
ㅎㅇ,2019-02-08 09:2,0,0
헐  오페랄라님  이시간에 토크 방에 ㅡㅡㅡ  우리모두 스 캐  동 지들   반가워요,2019-02-08 09:2,0,0
오직 자기자식 가정만위해 물불안가리는 이기적인맘들이 하도많아서 주영샘을통해 어머니와전똑같습니다 를 말해준 작가 나만아니면되고 나만잘살면되는 무한이기주의 ㅠㅠ,2019-02-08 09:2,0,1
미향의 반성의 진정성도 느껴지지 않았구요.작가님.그오그리를 줄이고 진정성을  늘렸음 또 달랐을 런지,2019-02-08 09:1,0,0
네.작가들은  자신만을 위해 글을 쓴다는말이 공감가네요.ㅡ막화의 중요성을  정말 뼤져리게 느끼는 작품입니다.전 재미없응 중간에 라도  안보거든요 근데19동안 보아온 시간이  억울할  지경이고요.막화가 정말 최악이었구 정말  제 생애 최악의 드라마입니다.그래도 여기 톡방친구들은 너무 좋았어요. 렉시님 오랜만에 글보니 반가웠어요.^^♡,2019-02-08 09:1,0,4
작가들은 작가자신만을 위한글을씀대중들을 위한글은 써본적이 없음,2019-02-08 08:1,0,0
미향같은 맘들이 많아서 만들어진거같아여 ㅠㅠ,2019-02-08 08:0,0,0
sky캐슬은 누구을위한드라마인지이글을쓴작가는누구를위해글을썼는지알고싶네???,2019-02-08 07:5,0,1
겨울비님이 하도 깐죽대고 미향찬양에 r까지 싸이코처럼굴어서 감정이앞섰었음 미향이 은혜아인 길에서만난후 직감으로 느꼈을거고 준상이 모르는게 이상해서 아닌가싶다가 사진보고 확신하고 검사한거맞고 해나는 예서보다 한살많았고 미향이 이기적이러 뺏은개팩트 사실 전 길에서만난장면을 못봤었음 제가감정이 앞서서 우기게된거 인정하지만 겨님은 말그리막하지마시길 ㅠㅠ,2019-02-08 07:5,3,0
시청률이 높아서 너무 기쁜 나머지 그 기쁨을20회에 다 담았네요 혜나의 죽음도 잊고...,2019-02-08 07:3,2,1
이즈디즈 윌리 트루 이즈디즈 윌리 트루 이즈디즈 윌리 트루... 위얼라이?? 다끝났어!! 하버드에서 6만2천달라 배상하래!!  우리세리는 진취적인 아이라고!!! 위얼라이~ 텔미더 트루 섬탐 위 메켓 이즐리 라이 오라잇 이처 잇페커~~ 샤리라 와츄 원포더월 머니 오너 뷰티 에부리띵유워언~~,2019-02-08 04:3,0,0
영재 얼굴만 봐도 슬프다...,2019-02-08 04:1,0,1
해투 캐슬 아이들 출연 놀랐어요.  KBS 드라마 제작국 똑바로 하라는 건지... 타방송 그것도 종편 뒷담화는 자존심 상할 듯요.,2019-02-08 02:0,0,0
한채경님말 많이공감되네여,2019-02-08 01:5,0,0
작가가 마지막회 술 먹고 쓴걸로~~~,2019-02-08 01:5,0,1
