comment,hour,pos,neg
저 스카이캐슬역주행해서 오늘다봤는데요 마지막장면에 김주영이 막 살벌한눈빛발사하면서 끝나는데 혹시 시즌2도나오나요?,2019-10-28 19:5,0,0
ㅎ,2019-10-26 22:2,0,0
너무재밌음ㅎ염정아님이랑 모두 연기 너무잘해요  대박 ㅎ,2019-10-23 21:5,1,0
이것도 자살임데 주말드라마 사풀인풀이랑 차원이 다름,2019-10-22 18:1,0,0
2 나와도 마지막에 망치지,2019-10-22 18:1,0,0
피라미드 얘기 노공감,2019-10-22 18:1,0,0
피라미드만 없었으면,2019-10-22 18:1,0,0
.,2019-10-22 17:1,0,0
.,2019-10-19 14:1,0,0
"나뿐닉스에서 정주행중  아이패드로 보는데,  극중 '세리야' 그러니. 시리가 '네?' 그럼 ㅎㅎ 계속보게되는 드라마 처음.",2019-10-14 03:1,2,0
예서 이번에 신작 하고 있어요 M본사에서 주연으로 나옵니다 드라마 어쩌다 발견한 하루 여주에요 다들 많이 봐주세요ㅠ,2019-10-10 16:0,0,1
엥 ㅇ혜나 한테 이제 빠졌는데 갑자기 죽어버림..,2019-10-09 19:2,0,0
"난 왜 이걸 지금 정주행 했을까 ,, 당분간 스카이캐슬 늪에 빠져서 나오지 못할 것 같아 ,,진짜 모든 캐릭터 다 사랑합니다 ,,이렇게 연기를 잘하시니 안사랑할수가",2019-10-04 22:3,4,0
위올라잇~,2019-10-04 15:4,0,0
와 1백만 이네 대단하다!,2019-10-01 18:5,1,0
예서도 들마 찍자,2019-10-01 16:2,0,0
예서는 왜 안보이지?  서준이도 안 보이고. 세리 기준이 해나 영재는 타 들마에서 봤는데,2019-10-01 16:2,0,0
강준상에미짜증,2019-09-29 18:0,0,1
우양우빌빌대는강준상따가리야 정신차려ㅠ 우주함부로의심노우,2019-09-29 18:0,0,2
예서할망구미향털뽀ㅃ자,2019-09-29 18:0,0,0
예서할망구 머리털 다뽀ㅃ아버릴꺼야,2019-09-29 18:0,0,0
강준상털 다뽀ㅃ아버릴거야,2019-09-29 17:5,0,0
다시보기로,2019-09-29 17:5,0,0
스캐16회보고있음 강준상곽미향짜증,2019-09-29 17:5,0,1
엔딩을 날라먹음,2019-09-27 19:2,0,0
교수는 첨에 포스있었는대 왜 나중엔,2019-09-27 19:2,0,0
이건 의학 드라마인지 뭔지,2019-09-27 19:2,0,0
피라미드 애비 내쫓은거 슬프기도 하구 웃김,2019-09-27 19:2,0,0
이제보니 정말 막장이노... 혜나만 제일 불쌍하네 내가 혜나 입장이였으면 어땠을까... 노콘준상이 혜나가 자기 딸이란 걸 빨리 알아차렸으면 안죽었을텐데ㅠ 곽미향이랑 예서 진짜 나쁨 ㅡㅡ. 그래도 자기 딸인 거 알았으면 뒤에서라도 조금씩 도와줬을텐데,2019-09-27 05:1,0,2
정주행중,2019-09-26 21:4,1,0
아놔 정주행하고잇는데 예서 찡찡거릴때 너무 정신 사납다ㅠ,2019-09-21 18:3,1,2
시즌 2 가여!!,2019-09-15 01:2,0,0
스카이 캐슬... 이제서야 봤는데.. 너무 재밌네요. 한드는 챙겨보지 않는데...  꼭 챙겨 봐야 한다고 하드라고요.  울컥울컥하며 봤네요. 그리고... 예빈이.. 넘 귀여워요. 그닥 예쁜 얼굴도 아닌데... 왜 자꾸 생각나지?ㅎㅎ,2019-09-14 15:1,2,0
"케이블 드라마 최고 명드 라인업 원탑 케이블 시청률 원탑 : 스카이캐슬 , 작품성 원탑 : 비밀의 숲 따라올테면 따라와봐라",2019-09-09 08:3,1,0
솔직히 피라미드얘기 노잼,2019-09-08 12:0,0,1
조카이캐슬ㅠㅠ,2019-09-07 16:3,0,0
밑에 도치 지 소개하노,2019-09-07 16:3,0,0
박유나 이쁘다,2019-09-07 01:5,1,0
스카이캐슬 쓰앵님만 김서형배우님으로 나오는 걸로 하고 다른배우들로 시즌2했으면 좋겠다,2019-09-04 22:3,0,0
보고,2019-09-02 22:5,0,0
굿,2019-09-02 22:5,0,0
정말 재밌게 봤던 드라마♡,2019-08-26 01:5,0,0
그냥 조국 이야기 . 조카이 캐슬,2019-08-25 18:5,0,0
이거 재밋나요? 아직못봤는데,2019-08-25 17:0,0,0
조국  주연인가요? 다시봐야겠네.,2019-08-23 22:4,0,0
조카이캐슬,2019-08-23 21:2,0,0
이런류의 드라마 절대 안보는데 꼭 봐야겠습니다,2019-08-22 19:3,0,0
아령하세여~,2019-08-17 12:5,0,0
지금 스카이캐슬 다시보기로 보고있어요!!!,2019-08-15 05:3,0,0
스캐2로 승혜랑 차민혁 연애이야기 나왔으면 좋겠다..가부장적집안에서 숨막히는 상황에서 다른 남자랑 결혼하면서 도망치려고 하던 노승혜랑 차민혁은 출세를위해서 장군딸  계획세워서 꼬시는거.. 거기서 찐사랑 싹텄다는게 막 궁금,2019-08-14 12:3,2,0
하... 그립다,2019-08-13 21:4,1,0
스캐 2나오자,2019-08-12 20:3,0,0
크,2019-08-08 02:0,0,0
스캐 2 꼭 나오면 좋을 것 같아요,2019-08-04 20:2,1,0
공지 사항 ㅡ  이 시간 이후로  댓글 작성 금지입니다   위반시  벌금  10  만원 ㅡㅡㅡㅡㅡㅡ,2019-08-04 16:1,0,0
헐  아직도 여기와서 댓글 쓰는 사람이  있네  너희들  실업자  백수들이냐  나가서 일 좀 해라   ㅡㅡㅡ,2019-08-04 16:1,0,1
올 해  젤  재밌게 본 드라마몰입도 최고,2019-08-03 23:0,1,1
스케2,2019-08-03 23:0,0,0
다시 보는 중~ 김서형씨 연기 압권,2019-08-03 22:3,0,0
SKY캐슬 시즌2도 나왔으면 좋겠네요..!,2019-08-01 18:1,0,0
"너무 어설픈 부분도 많고  유명해서 정주행 했더니 재미가 없고 시간을 허비한 느낌,,, 등장인물들은 정신이 막 왔다갔다하는가,,, 개인적인 의견.",2019-07-31 13:1,2,1
아닠ㅋㅋ세리 온다 그럴때 차민혁 먼데 기엽냐ㅋㅋㅋㅋㅋㅋㅋ,2019-07-31 13:1,0,0
피라미드만 봐도 토나오던대,2019-07-30 06:1,0,0
이런 드라마는 없지 이제,2019-07-30 06:1,0,0
엔딩이 넘 별로여서 끝나고 여운오래못간타입...지금생각해보면 그렇게재밌었나?싶기도..,2019-07-28 05:0,0,0
20화 마지막에 빨간 후드티입은 사람얼굴을 왜 이제봤지,2019-07-26 16:0,0,1
님들 죄송합니다 예전 드라마 게시판도 없고 해서 이곳에 글 쓸까 합니다 / 유현미 작가님  드라마 각시탈 시즌 2 해주면 안되니요? 원작이 만화지만 너무 재미있게 봐서  드리는 말씀입니다  제발 각시탈 시즌2  만들어주세요,2019-07-25 23:2,1,1
맞아 엔딩이 너무 기대에 못미치는 작품이었죠갑분천사들ㅋㅋㅋㅋ 엔딩아쉬운거빼곤 역대급이었스,2019-07-20 04:4,2,0
오늘 결방인가요?,2019-07-18 09:5,0,0
1화만 봤는데 결말까지 봐버린 느낌,2019-07-15 00:2,0,0
아직도토크가살아있군요,2019-07-14 22:1,0,0
다시 정주행 하기 시작했는데요.. 진짜 한화 한화마다 진짜 내용이 꽉찬것 같아요. 연출도 영화같은 묵직함이 있고요. 늦었지만 감독과 작가님 칭찬해요ㅡ,2019-07-14 03:4,2,0
올해의 최고의 드라마,2019-07-12 08:2,1,0
김셔형 배우님이 마지막에 웃으면서 끝났으니까 또 뭐가 있다는소리같은데..2나오나?? 나왔으면 좋겠네,2019-07-11 15:4,1,0
인기많은드라마였는데도 못봤다가.. 요즘에 보게됨 .. 우리부모님이 저정도까지인지는 모르겠지만.. 공부공부공부.. ㅋㅋ공감이되네...,2019-07-08 21:4,1,0
다시봐도 재미있자너 ㅠ,2019-07-07 21:0,0,1
고유정이 이걸 보고 카레에...ㄷㄷㄷ,2019-07-07 19:5,0,0
다 좋은데 마무리가 급반전이라 적응안됨 좀 어이없음,2019-07-02 13:5,0,0
두아들을 둔 엄마입니다..아직 유아동이라서 교육에 대한 깊은 공감은 못하지만배우들의 탄탄한 연기와 시나리오에 깊은 감명을 받았습니다얼마나 웃고ㆍ울었는지 아직도 여운이 가시질않네요.. 연기구멍없이 다들 연기를 잘하시지만 김주영쌤 연기가 단연 압권이네요 정말 싸패같아요ㅜ 저에게 최고의 드라마입니다^^ 명작을 만들어주셔서 감사합니다♡,2019-07-02 00:5,3,1
.,2019-06-24 21:5,0,0
캐스팅도 찰떡같이 맞고 스토리도 탄탄..연기 쩔고....너무 너무 잼있다...이제야 보고있다....,2019-06-21 23:3,0,0
쩐다....이제야 보고있는데 멈출수가 없어서 하루에 4회이상씩 보고있다...시나리오도 연기도 대박....반전도 쩔고...,2019-06-21 23:3,0,1
시청률 그래프 보니 최저점에서 진짜 한 회 한 회 고르게 상승해서 최고점을 찍었구나 멋있다.,2019-06-21 22:3,1,0
명작,2019-06-21 10:3,0,0
이게 재밌다고?...,2019-06-20 14:5,0,0
역대급 드라마다.거의 완벽함.,2019-06-20 14:5,0,0
"마무리가 아쉬운 전형적 jtbc 드라마.. 캐릭설정이 이렇게 무너지기 쉬운것은 처음봄.. 긴장이 풀어지다못해 장르마저 변질.. 전부 개과천선하고 천사가 되었어요 이정도 수준.. 끝까지 반성안하고 합격하고 나서 똑같이 파국을 맞는 설정이 더 어울렸다.. 범인을 잡는 추리도 너무 어설프고.. 암튼 19, 20회는 쓰레기..",2019-06-16 20:0,1,2
스카이캐슬 다시보기하고있어요 넘 재밌어요,2019-06-15 12:3,0,0
찐찐 너무 좋아영 ㅋㅋㅋ다들 연기도 너무 좋으고ㅠㅠ배우들 매력 짱입니다!!,2019-06-14 22:0,0,0
낙이 없다.~스카이캐슬 볼때  정말 행복했수다 진짜 잼나는 드라마 또나오길,2019-06-14 14:1,0,1
스카이캐슬다시봐도재밌음~ㅋㅋ💗,2019-06-13 09:2,0,0
스캐는 레전드..밤 11시에 이 시청률이 모든것을 보여줌..,2019-06-11 13:2,0,0
15화까지 봤는데 이런 개막장 드라마인줄 몰랐음.,2019-06-07 00:1,0,1
너무 재밌어요^^,2019-06-04 22:3,1,0
보통 연기안보고 청소하거나 폰보며 띄엄띄엄보는데 이건 뭐 연기안보곤 못있겠어서 그냥 쭉 보고 있네요 ? 집안일 해야하는디^^;;;;,2019-06-03 18:1,0,0
진짜 재밌고 애 키우는 입장에 제가 이입되면서.... 어머니 아들 맞잖아요 나 그냥 엄마  아들이면 안되요? 하면서 예서 인생하고 당신 인생하곤 다른거야 하는데 망치로 맞은 느낌...,2019-06-03 18:1,0,0
전 지금에야 정주행 중인데 와....왜 스카이 캐슬 스카이 캐슬했는지 알겠네요 !! 와 ....진짜 나라면 ??,2019-06-03 18:1,1,0
다시 정주행 중입니다...꿀잼ㅠㅜㅜㅜㅠ,2019-06-02 21:0,2,0
"좋아할 만한 드라마 같지  않아서 안봤는데,, 평점이 너무  높고,  본 님들이 참 많네요...그래서 나도 봤는데, ,, 후덜덜  정말 잼나네요,정말 재밌게 잘 봤읍니다.",2019-06-01 15:1,2,0
신림동 저를 따르셔야합니다,2019-05-29 13:2,0,0
대중문화체험 과제로 대중문화 콘텐츠의 성공요인 분석과 소비자 분석에 대해 설문조사를 하고있습니다!“현재 상류층 위주의 입시제도”에 대한 대중들의 의견을 받고자 제작하게되었습니다!주제:스카이캐슬 관련 조사대상:10대~50대까지기한:2019.05.27(월)~06월.02일 까지http://naver.me/51J9hb7Q,2019-05-28 01:3,2,0
위메프복권 ㅁㅊ넹 ㅋㅋㅋㅋㅋ,2019-05-27 16:0,0,1
방금 1화부터 20회 다보고옴...  진짜 인생작이넹ㅋㅋ,2019-05-26 16:3,0,1
안뇽,2019-05-25 10:3,0,0
그리고 부자는 망해도 부자다,2019-05-25 01:2,2,0
스카이 캐슬보고 느낀건 한국엄마들이 문제임,2019-05-25 00:4,0,0
염정아머리 이게 훨 나앗는데,2019-05-22 07:5,0,0
토스스타벅스공짜 ㅎㄷㄷ하구만,2019-05-21 13:3,0,0
스카이캐슬 넘 좋아,2019-05-19 19:5,1,0
오늘 아침에 넷플릭스에 잇길래 봤는데 ..정신차리고 보니 8회까지 보게됐네요ㅜㅜ낼퇴근하고 또봐야지,2019-05-19 01:0,0,0
염정아씨가 이렇게 연ㄱ 를 잘하는지 몰랐어요 수고하셨습니다,2019-05-18 22:5,1,0
재미있다....,2019-05-18 10:1,1,0
ㄱ ㅜㅅ,2019-05-18 08:5,0,0
진짜.. 잼있어요. 이런 댓글 안남겼었는데..  너무 잼나요. 다들 연기 너무 좋아요 지금  19회보는데 너무 재밌어요ㅋㅋㅋㅋ,2019-05-17 21:4,0,0
인생작,2019-05-17 18:2,0,0
스캐2,2019-05-17 18:2,0,0
인터파크 인생날 ㄷㄷ,2019-05-17 12:1,0,0
염정아 연기 진짜 잘한다 제가 많이 응원할게요 파이팅!!!!!!!!!!!,2019-05-15 21:3,1,0
SKY캐슬 연기 실화???,2019-05-15 21:2,0,0
노잼;;,2019-05-13 23:5,0,1
Great,2019-05-04 20:3,0,0
김서형 대상ㅠ,2019-05-03 04:0,1,1
김서형 받아야됨ㅜㅜ,2019-05-02 11:4,0,0
나의 붉은 달 푸른 해가!😢😢😢😢,2019-05-02 00:0,0,1
김서형씨 최소 최우수상인데 ㅡ,2019-05-02 00:0,0,0
김혜자 선생님 인정 나의아저씨인정ㅠ 염정아님 받아서.넘좋아요,2019-05-02 00:0,2,1
김서형이 못받네 근데 배우들이 너무쟁쟁하긴함,2019-05-01 23:5,0,0
김서형님 죄소 최우수연기상은 받았어야하는데ㅜㅜ,2019-05-01 23:5,0,0
김서형쌤 받을줄 알았는데...,2019-05-01 23:5,0,0
제 맘속에 대상은 김서형님 입니다~~!!!,2019-05-01 23:4,1,0
우리 쌤 안받아요?,2019-05-01 23:4,0,0
헉;;;금 김서형님은요??;;,2019-05-01 23:4,0,0
쌤 상받아야 되눈데....,2019-05-01 23:4,0,0
김혜자 쌤 인정,2019-05-01 23:4,1,0
악~~~ 안돼 ㅠㅠ,2019-05-01 23:4,0,0
대상은 우리 쌤~~,2019-05-01 23:4,1,0
시즌2안하나요?,2019-05-01 23:3,0,0
김서형은?ㅜㅜ,2019-05-01 23:3,0,0
아니 왜 하,2019-05-01 23:3,0,0
아...,2019-05-01 23:3,0,0
제발 스캐,2019-05-01 23:3,0,0
불쌍햌ㅋㅋㅋ 외롭뎈ㅋㅋㅋ,2019-05-01 23:2,0,0
대상은 김서형인가요??  스카이캐슬인가요?. ㅎㅎ,2019-05-01 23:2,2,0
축하드려요~,2019-05-01 23:2,1,0
근데 받기 좀 부담스럽겠다.. 김혜자 선배님이 계셔서ㅠㅠ,2019-05-01 23:2,0,0
드됴 염정아님 상 받으세요ㅜㅜ,2019-05-01 23:2,0,0
여자최우수상.염정아님  추카드려요,2019-05-01 23:2,0,0
스카이캐슬 염정아 최우수상 축하해요,2019-05-01 23:2,1,0
염정아 최우수상~~~,2019-05-01 23:2,0,0
수고했당ㅠㅠ,2019-05-01 23:2,0,0
아 오나라 윤세아 까비,2019-05-01 22:0,0,1
스캐 상 받을까,2019-05-01 21:2,0,0
와 스캐 진짜 인생 드라마...대박 근데 처음에 김정난님 총으로 자살해서 죽은거 징그러워서 저는 못보고 옆에 있던 동생이 대신보고 설명해줌요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2019-04-30 19:4,0,0
다시봐도 명작이다,2019-04-30 01:0,0,0
스캐2,2019-04-29 13:1,0,0
진짜 레알 개 핵 꿀잼 시즌 2나오면 좋겠다 ㅜㅠ,2019-04-29 03:1,1,0
ㅅ ㅣ ㅈ ㅡㄴ 2,2019-04-27 18:4,0,0
내년에 시 ㅈ 2,2019-04-27 18:3,0,0
시즌2 안함?,2019-04-27 18:3,0,0
또 ㅂㅎ고싶다,2019-04-27 14:4,0,0
제발 조용,2019-04-26 23:0,0,0
이런 갓 드라마를 이제야 보다니ㅜㅜ,2019-04-26 20:0,0,0
최원영님 보면 볼수록 참 멋있네요~ 녹두꽃 나오시니 꼭 볼게요 항상 응원합니다~~~♡,2019-04-25 01:0,0,0
또보고싶다 ㅜ,2019-04-24 22:3,0,1
:3,2019-04-24 09:3,0,0
태연 ㅁㅊ다,2019-04-23 22:1,0,1
ㅋㅋ,2019-04-23 17:5,0,0
똥작,2019-04-22 22:1,0,0
승혜언니 너무 이뽀❤,2019-04-22 19:3,0,0
또 보고싶은 드라마,2019-04-21 09:2,0,0
저는 결말까지 완벽🧡🧡 인생드라마 입니다 스캐 2 소취요,2019-04-20 23:2,0,0
와 역시스캐다역대 드라마 톡중 제일만네 여기가,2019-04-20 08:1,0,0
혜나가 죽어서 모두 깨달은거잔아요 신의한수에요 혜나죽는씬은,2019-04-20 08:1,0,2
더러운 세상,2019-04-20 00:2,0,1
지금 다시보니 스카이 캐슬 망작임 왜 애꿎은 혜나는 죽이는지 참. 엄마 죽인것도 모자라 불쌍한 혜나는 왜 죽이냐고 아무것도 가지지 못한 사람만 죽어야 되냐 예서 혜나 뒤바뀐 엔딩으로 가던가 곽미향 뒷통수 오지게 맞게. 왜 못되 쳐먹은 가족들만 행복하게 해피 엔딩으로 끝나는 거지? 힘 없는 서민들은 아무 힘 없이 죽어야 되는,2019-04-20 00:2,0,1
이대로 끝나긴 아쉽내,2019-04-19 19:1,0,0
김주영쌤 딸래미 난동부릴땐 좀 웃겻음 ㅎ 코믹,2019-04-19 02:0,0,0
3일만에다봄,2019-04-19 00:3,0,0
.,2019-04-18 22:4,0,0
"하도 유명해서, 명대사 스포 다 알아서넷플릭스에 있음에도 보기가...하...아쉽..",2019-04-18 15:3,0,1
진짜 제가 드라마 아예 안보는데 너무 재밌고 또 보고싶네요 진짜 명작,2019-04-16 15:0,0,0
오나라 내말이 내말이~~ 귀엽다ㅋㅋ,2019-04-15 23:3,1,0
저는 오늘 이거 1화부터 처음정주행!!!,2019-04-15 23:3,1,1
1일마다 톡이있네,2019-04-14 21:1,0,0
스카이캐슬 주변에서 대박이라고 난리나서 지난주부터 매일 3회씩 보는데... 정말 너무재밌네요 지금 15회보는데 매회마다 스릴넘치네요,2019-04-13 14:1,0,0
이제 보기시작 해서 5화째 인데 염정화씨 너무 화나.. 도서관에서 혼잣말만하고 가버리고 후아 티비보다가 너무 꽉막히는 기분때문에 보다가 꺼버리고 싶었네요..,2019-04-12 11:3,0,3
남자 어이없다 잘못은 지가해놓고 남탓하고 폭력쓰고 ㅋㅋㅋ,2019-04-10 22:3,0,3
저두잠못자고 17회보고있네요결말은어떤지 궁금합니다실제로있을법도 하네요,2019-04-10 01:1,0,0
이제사보네요.. 3화째보고있음요 흥할만해요ㅋㅋ,2019-04-09 23:1,0,1
이제사 몰아서 보는데 흡입력 대박.,2019-04-09 00:5,0,0
띵작.,2019-04-08 04:3,0,0
톡 제일 많은 드라마인듯,2019-04-07 21:5,0,0
굿,2019-04-07 20:0,0,0
매일 vod로보는중,2019-04-07 10:0,0,0
넘 재밌어요  짱,2019-04-07 00:5,0,0
ㅠㅠ,2019-04-06 16:5,0,0
ㅠㅠ,2019-04-06 16:5,0,0
스캐톡방 구해요,2019-04-06 13:3,0,0
제가 싸가지없다구요?,2019-04-06 13:3,0,0
영재가 서울의대가면 더 이쁘고 좋은사람 만난다뇨... 저런집에서 버티게해준사람이 가을인데.. 외모보고 좋아하는게아니라 영재한테 가을이는 자신의 모든것이었는데... 너무 무식한발언 아닌가요...,2019-04-06 12:1,1,0
20부작이라니 ㅠㅠㅠ 언제자노 ㅠㅠ 좀 나눠서 해주지 ㅠㅠㅠㅠ,2019-04-06 01:2,0,0
